ID,EPC,VARIANCE,DESCRIPTION,METHOD,BESTIMATE,FASTIMATE
0010059,23.6,5.87,scrunched,NNM,22.0,-1
0010149,23.38,5.61,scrunched,NNM,22.3,-1
0010239,23.6,5.48,scrunched,NNM,22.7,-1
0010329,23.74,5.62,scrunched,NNM,23.0,-1
0010419,24.54,6.42,scrunched,NNM,23.7,-1
0010509,27.01,7.01,scrunched,NNM,24.3,-1
0011049,24.7,6.26,scrunched,NNM,22.7,-1
0011139,23.22,5.1,rollish,NNM,23.0,-1
0011229,23.24,5.09,rollish,NNM,23.7,-1
0011319,24.3,6.05,rollish,NNM,24.3,-1
0011409,26.91,6.93,scrunched,NNM,25.0,-1
0012039,25.61,6.44,scrunched,NNM,23.7,-1
0012129,23.92,5.64,scrunched,NNM,24.3,-1
0012219,24.53,6.12,scrunched,NNM,25.0,-1
0012309,27.15,6.86,scrunched,NNM,25.7,-1
0013029,26.65,6.87,scrunched,NNM,25.0,-1
0013119,25.49,6.71,scrunched,NNM,25.7,-1
0013209,27.47,6.97,scrunched,NNM,26.3,-1
0014019,27.71,7.36,scrunched,NNM,26.3,-1
0014109,28.24,7.34,scrunched,NNM,27.0,-1
0015009,29.93,7.4,scrunched,NNM,27.7,-1
0020049,26.37,6.68,scrunched,NNM,23.0,-1
0020139,25.41,6.33,scrunched,NNM,23.7,-1
0020229,25.43,6.33,scrunched,NNM,24.3,-1
0020319,26.18,6.68,scrunched,NNM,25.0,-1
0020409,27.94,6.83,scrunched,NNM,25.7,-1
0021039,25.78,6.46,scrunched,NNM,24.3,-1
0021129,24.44,5.89,scrunched,NNM,25.0,-1
0021219,24.99,6.28,scrunched,NNM,25.7,-1
0021309,27.38,6.83,scrunched,NNM,26.3,-1
0022029,26.63,6.81,scrunched,NNM,25.7,-1
0022119,25.61,6.65,scrunched,NNM,26.3,-1
0022209,27.61,6.97,scrunched,NNM,27.0,-1
0023019,27.85,7.16,scrunched,NNM,27.0,-1
0023109,28.47,7.18,scrunched,NNM,27.7,-1
0024009,29.96,7.3,scrunched,NNM,28.3,-1
0030039,27.65,6.85,scrunched,NNM,25.0,-1
0030129,26.96,6.85,scrunched,NNM,25.7,-1
0030219,27.24,6.93,scrunched,NNM,26.3,-1
0030309,28.73,6.85,scrunched,NNM,27.0,-1
0031029,27.38,6.95,scrunched,NNM,26.3,-1
0031119,26.55,7.01,scrunched,NNM,27.0,-1
0031209,28.35,7.12,scrunched,NNM,27.7,-1
0032019,28.11,7.24,scrunched,NNM,27.7,-1
0032109,28.81,7.33,scrunched,NNM,28.3,-1
0033009,30.3,7.29,scrunched,NNM,29.0,-1
0040029,29.12,7.3,scrunched,NNM,27.0,-1
0040119,28.63,7.41,scrunched,NNM,27.7,-1
0040209,29.65,7.21,scrunched,NNM,28.3,-1
0041019,28.98,7.52,scrunched,NNM,28.3,-1
0041109,29.72,7.63,scrunched,NNM,29.0,-1
0042009,30.89,7.62,scrunched,NNM,29.7,-1
0050019,30.82,7.82,scrunched,NNM,29.0,-1
0050109,31.17,7.82,scrunched,NNM,29.7,-1
0051009,31.87,8.04,scrunched,NNM,30.3,-1
0060009,33.51,8.26,scrunched,NNM,31.0,-1
0100059,25,6.3,almost rollish,MM8,26.5,-1
0100149,24.84,6.17,almost rollish,MM8,25.8,-1
0100239,25.01,6.05,almost rollish,MM8,25.8,-1
0100329,25.16,6.12,almost rollish,MM8,26.1,-1
0100419,25.8,6.6,almost rollish,MM8,26.7,-1
0100509,27.73,6.93,almost rollish,MM8,28.0,-1
0101049,25.93,6.45,almost pippish,MM8,26.3,-1
0101139,24.93,5.93,almost pippish,MM8,25.6,-1
0101229,24.78,5.86,almost pippish,MM8,25.6,-1
0101319,25.6,6.34,almost pippish,MM8,26.2,-1
0101409,27.6,6.8,almost pippish,MM8,27.5,-1
0102039,26.55,6.48,almost pippish,MM8,26.8,-1
0102129,25.49,6.19,almost pippish,MM8,26.1,-1
0102219,25.87,6.4,almost pippish,MM8,26.4,-1
0102309,27.81,6.71,almost pippish,MM8,27.7,-1
0103029,27.5,6.82,almost pippish,MM8,27.6,-1
0103119,26.72,6.74,almost pippish,MM8,27.2,-1
0103209,28.2,6.85,almost pippish,MM8,28.2,-1
0104019,28.55,7.33,pippish,MM8,28.7,-1
0104109,28.99,7.23,pippish,MM8,29.0,-1
0105009,30.53,7.53,pippish,MM8,30.5,-1
0110049,26.86,6.55,almost pippish,MM8,26.9,-1
0110139,25.82,6.24,almost pippish,MM8,26.2,-1
0110229,25.86,6.24,almost pippish,MM8,26.2,-1
0110319,26.58,6.56,almost pippish,MM8,26.8,-1
0110409,28.27,6.78,almost pippish,MM8,28.1,-1
0111039,26.37,6.39,almost pippish,MM8,26.7,-1
0111129,25.03,5.94,almost pippish,MM8,26.0,-1
0111219,25.49,6.23,almost pippish,MM8,26.3,-1
0111309,27.71,6.71,almost pippish,MM8,27.6,-1
0112029,27.17,6.67,almost pippish,MM8,27.2,-1
0112119,26.15,6.58,almost pippish,MM8,26.8,-1
0112209,27.96,6.84,almost pippish,MM8,27.8,-1
0113019,28.33,7.03,pippish,MM8,28.3,-1
0113109,28.8,7.07,pippish,MM8,28.6,-1
0114009,30.29,7.26,pippish,MM8,30.1,-1
0120039,27.92,6.61,almost pippish,MM8,28.0,-1
0120129,27.26,6.64,almost pippish,MM8,27.3,-1
0120219,27.54,6.75,almost pippish,MM8,27.6,-1
0120309,29,6.75,almost pippish,MM8,28.9,-1
0121029,27.72,6.75,almost pippish,MM8,27.8,-1
0121119,26.94,6.83,almost pippish,MM8,27.4,-1
0121209,28.61,6.96,almost pippish,MM8,28.4,-1
0122019,28.43,7.05,pippish,MM8,28.6,-1
0122109,29.07,7.19,pippish,MM8,28.9,-1
0123009,30.49,7.22,pippish,MM8,30.4,-1
0130029,29.27,6.95,almost pippish,MM8,29.4,-1
0130119,28.89,7.16,almost pippish,MM8,29.0,-1
0130209,29.87,7.06,almost pippish,MM8,30.0,-1
0131019,29.27,7.29,pippish,MM8,29.5,-1
0131109,29.95,7.46,pippish,MM8,29.8,-1
0132009,31.04,7.53,pippish,MM8,31.0,-1
0140019,30.83,7.72,pippish,MM8,31.1,-1
0140109,31.25,7.77,pippish,MM8,31.4,-1
0141009,31.95,8,pippish,MM8,31.9,-1
0150009,33.53,8.24,pippish,MM8,33.5,-1
0200049,28.14,6.56,almost pippish,MM8,28.4,-1
0200139,27.67,6.52,almost pippish,MM8,27.7,-1
0200229,27.65,6.56,almost pippish,MM8,27.7,-1
0200319,28.14,6.75,almost pippish,MM8,28.3,-1
0200409,29.47,6.95,almost pippish,MM8,29.6,-1
0201039,28.11,6.76,almost pippish,MM8,28.2,-1
0201129,27.36,6.6,almost pippish,MM8,27.5,-1
0201219,27.59,6.71,almost pippish,MM8,27.8,-1
0201309,28.99,6.77,almost pippish,MM8,29.1,-1
0202029,28.83,7.07,almost pippish,MM8,28.7,-1
0202119,28.18,6.9,almost pippish,MM8,28.3,-1
0202209,29.28,6.82,almost pippish,MM8,29.3,-1
0203019,29.9,7.43,pippish,MM8,29.8,-1
0203109,30.04,7.15,pippish,MM8,30.1,-1
0204009,31.63,7.61,pippish,MM8,31.6,-1
0210039,28.43,6.61,almost pippish,MM8,28.8,-1
0210129,27.84,6.69,almost pippish,MM8,28.1,-1
0210219,28.2,6.89,almost pippish,MM8,28.4,-1
0210309,29.62,7.03,almost pippish,MM8,29.7,-1
0211029,28.46,6.89,almost pippish,MM8,28.6,-1
0211119,27.73,7,almost pippish,MM8,28.2,-1
0211209,29.2,7.06,almost pippish,MM8,29.2,-1
0212019,29.18,7.27,pippish,MM8,29.4,-1
0212109,29.73,7.32,pippish,MM8,29.7,-1
0213009,31.2,7.43,pippish,MM8,31.2,-1
0220029,29.5,6.94,almost pippish,MM8,29.9,-1
0220119,29.22,7.2,almost pippish,MM8,29.5,-1
0220209,30.36,7.25,almost pippish,MM8,30.5,-1
0221019,29.71,7.38,pippish,MM8,30.0,-1
0221109,30.41,7.57,pippish,MM8,30.3,-1
0222009,31.56,7.62,pippish,MM8,31.5,-1
0230019,31.16,7.59,pippish,MM8,31.6,-1
0230109,31.71,7.72,pippish,MM8,31.9,-1
0231009,32.39,7.98,pippish,MM8,32.4,-1
0240009,33.79,8.24,pippish,MM8,34.0,-1
0300039,30.21,6.99,almost pippish,MM8,30.3,-1
0300129,29.88,6.95,almost pippish,MM8,29.9,-1
0300219,30.09,7.14,almost pippish,MM8,30.2,-1
0300309,31.23,7.33,almost pippish,MM8,31.2,-1
0301029,30.49,7.3,almost pippish,MM8,30.4,-1
0301119,29.95,7.23,almost pippish,MM8,30.0,-1
0301209,30.79,7.14,almost pippish,MM8,31.0,-1
0302019,31.23,7.76,pippish,MM8,31.2,-1
0302109,31.32,7.42,pippish,MM8,31.5,-1
0303009,32.89,7.86,pippish,MM8,32.7,-1
0310029,30.46,7.09,almost pippish,MM8,31.0,-1
0310119,30.3,7.45,almost pippish,MM8,30.6,-1
0310209,31.55,7.6,almost pippish,MM8,31.6,-1
0311019,30.9,7.69,pippish,MM8,31.1,-1
0311109,31.45,7.79,pippish,MM8,31.4,-1
0312009,32.66,7.87,pippish,MM8,32.6,-1
0320019,31.76,7.74,pippish,MM8,32.4,-1
0320109,32.5,8.01,pippish,MM8,32.7,-1
0321009,33.19,8.19,pippish,MM8,33.2,-1
0330009,34.42,8.37,pippish,MM8,34.5,-1
0400029,32.37,7.75,almost pippish,MM8,32.8,-1
0400119,32.18,7.86,almost pippish,MM8,32.4,-1
0400209,33.2,7.96,almost pippish,MM8,33.4,-1
0401019,32.84,8.16,pippish,MM8,32.9,-1
0401109,32.96,7.98,pippish,MM8,33.2,-1
0402009,34.35,8.29,pippish,MM8,34.4,-1
0410019,32.96,8.06,pippish,MM8,33.5,-1
0410109,33.75,8.34,pippish,MM8,33.8,-1
0411009,34.34,8.48,pippish,MM8,34.3,-1
0420009,35.35,8.59,pippish,MM8,35.6,-1
0500019,35.06,8.45,pippish,MM8,35.3,-1
0500109,35.49,8.55,pippish,MM8,35.6,-1
0501009,36.09,8.74,pippish,MM8,36.1,-1
0510009,36.61,8.81,pippish,MM8,36.7,-1
0600009,38.38,8.97,pippish,MM8,38.5,-1
1000059,26.8,6.44,almost rollish,MM8,27.3,-1
1000149,26.71,6.4,almost rollish,MM8,26.6,-1
1000239,26.85,6.3,almost rollish,MM8,26.6,-1
1000329,26.98,6.34,almost rollish,MM8,26.9,-1
1000419,27.46,6.54,almost rollish,MM8,27.5,-1
1000509,28.7,6.72,almost rollish,MM8,28.8,-1
1001049,27.38,6.4,almost pippish,MM8,27.1,-1
1001139,26.72,6.25,almost pippish,MM8,26.4,-1
1001229,26.76,6.26,almost pippish,MM8,26.4,-1
1001319,27.36,6.42,almost pippish,MM8,27.0,-1
1001409,28.63,6.63,almost pippish,MM8,28.3,-1
1002039,27.84,6.36,almost pippish,MM8,27.6,-1
1002129,27.18,6.35,almost pippish,MM8,26.9,-1
1002219,27.53,6.43,almost pippish,MM8,27.2,-1
1002309,28.81,6.58,almost pippish,MM8,28.5,-1
1003029,28.6,6.53,almost pippish,MM8,28.4,-1
1003119,28.13,6.61,almost pippish,MM8,28.0,-1
1003209,29.21,6.74,almost pippish,MM8,29.0,-1
1004019,29.53,7.02,pippish,MM8,29.5,-1
1004109,29.97,7.2,pippish,MM8,29.8,-1
1005009,31.34,7.56,pippish,MM8,31.3,-1
1010049,27.89,6.37,almost pippish,MM8,27.7,-1
1010139,27.33,6.3,almost pippish,MM8,27.0,-1
1010229,27.36,6.31,almost pippish,MM8,27.0,-1
1010319,27.88,6.44,almost pippish,MM8,27.6,-1
1010409,29.03,6.59,almost pippish,MM8,28.9,-1
1011039,27.75,6.34,almost pippish,MM8,27.5,-1
1011129,27,6.29,almost pippish,MM8,26.8,-1
1011219,27.31,6.41,almost pippish,MM8,27.1,-1
1011309,28.75,6.54,almost pippish,MM8,28.4,-1
1012029,28.41,6.5,almost pippish,MM8,28.0,-1
1012119,27.85,6.58,almost pippish,MM8,27.6,-1
1012209,29.01,6.69,almost pippish,MM8,28.6,-1
1013019,29.39,6.83,pippish,MM8,29.1,-1
1013109,29.82,6.98,pippish,MM8,29.4,-1
1014009,31.09,7.35,pippish,MM8,30.9,-1
1020039,28.87,6.4,almost pippish,MM8,28.8,-1
1020129,28.51,6.46,almost pippish,MM8,28.1,-1
1020219,28.71,6.53,almost pippish,MM8,28.4,-1
1020309,29.77,6.63,almost pippish,MM8,29.7,-1
1021029,28.78,6.54,almost pippish,MM8,28.6,-1
1021119,28.35,6.73,almost pippish,MM8,28.2,-1
1021209,29.47,6.82,almost pippish,MM8,29.2,-1
1022019,29.53,6.88,pippish,MM8,29.4,-1
1022109,30.07,7.07,pippish,MM8,29.7,-1
1023009,31.28,7.31,pippish,MM8,31.2,-1
1030029,30.11,6.75,almost pippish,MM8,30.2,-1
1030119,29.93,6.92,almost pippish,MM8,29.8,-1
1030209,30.68,7.02,almost pippish,MM8,30.8,-1
1031019,30.24,7.15,pippish,MM8,30.3,-1
1031109,30.8,7.37,pippish,MM8,30.6,-1
1032009,31.8,7.57,pippish,MM8,31.8,-1
1040019,31.73,7.62,pippish,MM8,31.9,-1
1040109,32.12,7.74,pippish,MM8,32.2,-1
1041009,32.73,8.05,pippish,MM8,32.7,-1
1050009,34.32,8.34,pippish,MM8,34.3,-1
1100049,28.48,6.35,almost pippish,MM8,28.5,-1
1100139,28.04,6.31,almost pippish,MM8,27.8,-1
1100229,28.14,6.35,almost pippish,MM8,27.8,-1
1100319,28.6,6.5,almost pippish,MM8,28.4,-1
1100409,29.83,6.82,almost pippish,MM8,29.7,-1
1101039,28.43,6.38,almost pippish,MM8,28.3,-1
1101129,27.85,6.38,almost pippish,MM8,27.6,-1
1101219,28.19,6.52,almost pippish,MM8,27.9,-1
1101309,29.54,6.73,almost pippish,MM8,29.2,-1
1102029,29.06,6.54,almost pippish,MM8,28.8,-1
1102119,28.62,6.65,almost pippish,MM8,28.4,-1
1102209,29.73,6.81,almost pippish,MM8,29.4,-1
1103019,30.01,6.97,pippish,MM8,29.9,-1
1103109,30.5,7.15,pippish,MM8,30.2,-1
1104009,31.79,7.54,pippish,MM8,31.7,-1
1110039,28.97,6.46,almost pippish,MM8,28.9,-1
1110129,28.46,6.47,almost pippish,MM8,28.2,-1
1110219,28.72,6.61,almost pippish,MM8,28.5,-1
1110309,30,6.79,almost pippish,MM8,29.8,-1
1111029,28.88,6.67,almost pippish,MM8,28.7,-1
1111119,28.29,6.82,almost pippish,MM8,28.0,-1
1111209,29.65,6.95,almost pippish,MM8,29.3,-1
1112019,29.66,7.03,pippish,MM8,29.5,-1
1112109,30.24,7.24,pippish,MM8,29.8,-1
1113009,31.53,7.39,pippish,MM8,31.3,-1
1120029,30.05,6.76,almost pippish,MM8,30.0,-1
1120119,29.8,6.98,almost pippish,MM8,29.6,-1
1120209,30.79,7.11,almost pippish,MM8,30.6,-1
1121019,30.19,7.24,pippish,MM8,30.1,-1
1121109,30.87,7.49,pippish,MM8,30.4,-1
1122009,31.93,7.64,pippish,MM8,31.6,-1
1130019,31.65,7.45,pippish,MM8,31.7,-1
1130109,32.14,7.63,pippish,MM8,32.0,-1
1131009,32.8,7.97,pippish,MM8,32.5,-1
1140009,34.19,8.23,pippish,MM8,34.1,-1
1200039,30.32,6.58,almost pippish,MM8,30.4,-1
1200129,30.09,6.64,almost pippish,MM8,29.7,-1
1200219,30.34,6.79,almost pippish,MM8,30.0,-1
1200309,31.44,7.08,almost pippish,MM8,31.3,-1
1201029,30.4,6.79,almost pippish,MM8,30.2,-1
1201119,30.1,6.96,almost pippish,MM8,29.8,-1
1201209,31.12,7.06,almost pippish,MM8,30.8,-1
1202019,31.17,7.23,pippish,MM8,31.0,-1
1202109,31.56,7.34,pippish,MM8,31.3,-1
1203009,32.93,7.69,pippish,MM8,32.8,-1
1210029,30.84,6.86,almost pippish,MM8,30.8,-1
1210119,30.68,7.13,almost pippish,MM8,30.4,-1
1210209,31.76,7.34,almost pippish,MM8,31.4,-1
1211019,31.18,7.44,pippish,MM8,30.9,-1
1211109,31.79,7.66,pippish,MM8,31.2,-1
1212009,32.89,7.78,pippish,MM8,32.4,-1
1220019,32.14,7.57,pippish,MM8,32.2,-1
1220109,32.79,7.85,pippish,MM8,32.5,-1
1221009,33.47,8.15,pippish,MM8,33.0,-1
1230009,34.68,8.31,pippish,MM8,34.6,-1
1300029,32.4,7.32,almost pippish,MM8,32.6,-1
1300119,32.36,7.51,almost pippish,MM8,32.2,-1
1300209,33.22,7.66,almost pippish,MM8,33.2,-1
1301019,32.77,7.73,pippish,MM8,32.7,-1
1301109,33.14,7.82,pippish,MM8,33.0,-1
1302009,34.27,8.12,pippish,MM8,34.2,-1
1310019,33.19,7.8,pippish,MM8,33.3,-1
1310109,33.95,8.14,pippish,MM8,33.6,-1
1311009,34.55,8.38,pippish,MM8,34.1,-1
1320009,35.55,8.52,pippish,MM8,35.4,-1
1400019,35.01,8.3,pippish,MM8,35.1,-1
1400109,35.48,8.5,pippish,MM8,35.4,-1
1401009,36.02,8.69,pippish,MM8,35.9,-1
1410009,36.69,8.82,pippish,MM8,36.5,-1
1500009,38.35,8.95,pippish,MM8,38.3,-1
2000049,29.51,6.49,almost pippish,MM8,30.0,-1
2000139,29.16,6.27,almost pippish,MM8,29.3,-1
2000229,29.29,6.33,almost pippish,MM8,29.3,-1
2000319,29.8,6.7,almost pippish,MM8,29.9,-1
2000409,31.24,7.26,almost pippish,MM8,31.2,-1
2001039,29.62,6.49,almost pippish,MM8,29.8,-1
2001129,29.28,6.41,almost pippish,MM8,29.1,-1
2001219,29.64,6.66,almost pippish,MM8,29.4,-1
2001309,30.93,7.08,almost pippish,MM8,30.7,-1
2002029,30.15,6.68,almost pippish,MM8,30.3,-1
2002119,30.01,6.77,almost pippish,MM8,29.9,-1
2002209,31.11,7.09,almost pippish,MM8,30.9,-1
2003019,31.18,7.25,pippish,MM8,31.4,-1
2003109,31.8,7.39,pippish,MM8,31.7,-1
2004009,33.15,7.83,pippish,MM8,33.2,-1
2010039,30.33,6.91,almost pippish,MM8,30.4,-1
2010129,29.71,6.59,almost pippish,MM8,29.7,-1
2010219,29.93,6.71,almost pippish,MM8,30.0,-1
2010309,31.17,7.1,almost pippish,MM8,31.3,-1
2011029,30.38,6.94,almost pippish,MM8,30.2,-1
2011119,29.99,6.95,almost pippish,MM8,29.8,-1
2011209,31,7.07,almost pippish,MM8,30.8,-1
2012019,31.12,7.32,pippish,MM8,31.0,-1
2012109,31.5,7.32,pippish,MM8,31.3,-1
2013009,32.91,7.72,pippish,MM8,32.8,-1
2020029,31.49,7.31,almost pippish,MM8,31.5,-1
2020119,31.03,7.21,almost pippish,MM8,31.1,-1
2020209,31.92,7.36,almost pippish,MM8,32.1,-1
2021019,31.77,7.54,pippish,MM8,31.6,-1
2021109,32.12,7.57,pippish,MM8,31.9,-1
2022009,33.26,7.81,pippish,MM8,33.1,-1
2030019,33.14,7.87,pippish,MM8,33.2,-1
2030109,33.32,7.95,pippish,MM8,33.5,-1
2031009,34.12,8.13,pippish,MM8,34.0,-1
2040009,35.6,8.41,pippish,MM8,35.6,-1
2100039,30.7,6.74,almost pippish,MM8,31.2,-1
2100129,30.4,6.7,almost pippish,MM8,30.5,-1
2100219,30.9,7.04,almost pippish,MM8,30.8,-1
2100309,32.28,7.43,almost pippish,MM8,32.1,-1
2101029,30.83,6.84,almost pippish,MM8,31.0,-1
2101119,30.79,7.13,almost pippish,MM8,30.6,-1
2101209,32.06,7.41,almost pippish,MM8,31.6,-1
2102019,31.63,7.32,pippish,MM8,31.8,-1
2102109,32.43,7.63,pippish,MM8,32.1,-1
2103009,33.67,7.84,pippish,MM8,33.6,-1
2110029,31.53,7.2,almost pippish,MM8,31.6,-1
2110119,31.23,7.32,almost pippish,MM8,31.2,-1
2110209,32.39,7.55,almost pippish,MM8,32.2,-1
2111019,31.93,7.63,pippish,MM8,31.7,-1
2111109,32.56,7.86,pippish,MM8,32.0,-1
2112009,33.68,7.99,pippish,MM8,33.2,-1
2120019,32.97,7.87,pippish,MM8,33.0,-1
2120109,33.54,8.05,pippish,MM8,33.3,-1
2121009,34.35,8.28,pippish,MM8,33.8,-1
2130009,35.59,8.45,pippish,MM8,35.4,-1
2200029,32.62,7.42,almost pippish,MM8,33.1,-1
2200119,32.66,7.63,almost pippish,MM8,32.7,-1
2200209,33.75,7.82,almost pippish,MM8,33.7,-1
2201019,33.07,7.79,pippish,MM8,33.2,-1
2201109,33.78,8.01,pippish,MM8,33.5,-1
2202009,34.77,8.2,pippish,MM8,34.7,-1
2210019,33.75,8,pippish,MM8,33.8,-1
2210109,34.47,8.29,pippish,MM8,34.1,-1
2211009,35.21,8.48,pippish,MM8,34.6,-1
2220009,36.25,8.63,pippish,MM8,35.9,-1
2300019,35.32,8.3,pippish,MM8,35.6,-1
2300109,35.9,8.47,pippish,MM8,35.9,-1
2301009,36.45,8.7,pippish,MM8,36.4,-1
2310009,37.23,8.91,pippish,MM8,37.0,-1
2400009,38.7,9.04,pippish,MM8,38.8,-1
3000039,32.85,7.21,almost pippish,MM8,32.7,-1
3000129,32.54,7.14,almost pippish,MM8,32.3,-1
3000219,32.91,7.33,almost pippish,MM8,32.6,-1
3000309,34.07,7.61,almost pippish,MM8,33.6,-1
3001029,32.91,7.24,almost pippish,MM8,32.8,-1
3001119,32.84,7.38,almost pippish,MM8,32.4,-1
3001209,33.84,7.56,almost pippish,MM8,33.4,-1
3002019,33.59,7.58,pippish,MM8,33.6,-1
3002109,34.15,7.71,pippish,MM8,33.9,-1
3003009,35.28,7.93,pippish,MM8,35.1,-1
3010029,33.64,7.51,almost pippish,MM8,33.4,-1
3010119,33.22,7.54,almost pippish,MM8,33.0,-1
3010209,34.06,7.64,almost pippish,MM8,34.0,-1
3011019,33.94,7.8,pippish,MM8,33.5,-1
3011109,34.18,7.84,pippish,MM8,33.8,-1
3012009,35.27,8.05,pippish,MM8,35.0,-1
3020019,34.95,8.03,pippish,MM8,34.8,-1
3020109,35.11,8.1,pippish,MM8,35.1,-1
3021009,35.92,8.3,pippish,MM8,35.6,-1
3030009,37.14,8.51,pippish,MM8,36.9,-1
3100029,33.76,7.5,almost pippish,MM8,34.2,-1
3100119,33.82,7.75,almost pippish,MM8,33.8,-1
3100209,35.12,7.98,almost pippish,MM8,34.8,-1
3101019,34.22,7.89,pippish,MM8,34.3,-1
3101109,35.11,8.17,pippish,MM8,34.6,-1
3102009,35.93,8.28,pippish,MM8,35.8,-1
3110019,34.98,8.15,pippish,MM8,34.9,-1
3110109,35.59,8.4,pippish,MM8,35.2,-1
3111009,36.31,8.59,pippish,MM8,35.7,-1
3120009,37.37,8.74,pippish,MM8,37.0,-1
3200019,36.02,8.31,pippish,MM8,36.4,-1
3200109,36.81,8.56,pippish,MM8,36.7,-1
3201009,37.35,8.77,pippish,MM8,37.2,-1
3210009,38.15,8.99,pippish,MM8,37.8,-1
3300009,39.42,9.12,pippish,MM8,39.3,-1
4000029,35.71,7.88,almost pippish,MM8,36.0,-1
4000119,35.7,8.03,almost pippish,MM8,35.6,-1
4000209,36.74,8.21,almost pippish,MM8,36.6,-1
4001019,36.1,8.17,pippish,MM8,36.1,-1
4001109,36.73,8.31,pippish,MM8,36.4,-1
4002009,37.54,8.39,pippish,MM8,37.6,-1
4010019,36.86,8.4,pippish,MM8,36.7,-1
4010109,37.1,8.5,pippish,MM8,37.0,-1
4011009,37.87,8.7,pippish,MM8,37.5,-1
4020009,38.98,8.87,pippish,MM8,38.8,-1
4100019,37.19,8.47,pippish,MM8,37.5,-1
4100109,38.1,8.74,pippish,MM8,37.8,-1
4101009,38.56,8.9,pippish,MM8,38.3,-1
4110009,39.33,9.13,pippish,MM8,38.9,-1
4200009,40.38,9.25,pippish,MM8,40.4,-1
5000019,39.37,8.58,pippish,MM8,39.3,-1
5000109,39.9,8.79,pippish,MM8,39.6,-1
5001009,40.31,8.92,pippish,MM8,40.1,-1
5010009,41.03,9.15,pippish,MM8,40.7,-1
5100009,41.69,9.35,pippish,MM8,41.5,-1
6000009,43.38,9.38,pippish,MM8,43.3,-1
0000078,29,5.96,rollish,NNM,27.0,-1
0000168,29,5.96,rollish,NNM,27.3,-1
0000258,29.01,5.95,rollish,NNM,27.6,-1
0000348,29.01,5.95,rollish,NNM,27.9,-1
0000438,29.06,5.95,rollish,NNM,28.1,-1
0000528,29.27,5.93,rollish,NNM,28.4,-1
0000618,29.61,5.88,rollish,NNM,28.7,-1
0000708,30.01,6.36,rollish,NNM,29.0,-1
0001068,29.01,5.95,rollish,NNM,27.6,-1
0001158,29.01,5.95,rollish,NNM,27.9,-1
0001248,29.01,5.95,rollish,NNM,28.1,-1
0001338,29.07,5.94,rollish,NNM,28.4,-1
0001428,29.29,5.92,rollish,NNM,28.7,-1
0001518,29.61,5.88,rollish,NNM,29.0,-1
0001608,30.02,6.36,rollish,NNM,29.3,-1
0002058,29.24,5.9,rollish,NNM,28.1,-1
0002148,29.24,5.88,rollish,NNM,28.4,-1
0002238,29.29,5.87,rollish,NNM,28.7,-1
0002328,29.32,5.91,rollish,NNM,29.0,-1
0002418,29.63,5.88,rollish,NNM,29.3,-1
0002508,30.06,6.35,rollish,NNM,29.6,-1
0003048,29.58,6.07,rollish,NNM,28.7,-1
0003138,29.53,5.87,rollish,NNM,29.0,-1
0003228,29.64,5.85,rollish,NNM,29.3,-1
0003318,29.79,5.9,rollish,NNM,29.6,-1
0003408,30.21,6.36,rollish,NNM,29.9,-1
0004038,30.57,6.55,rollish,NNM,29.3,-1
0004128,30.01,5.97,rollish,NNM,29.6,-1
0004218,30.23,5.98,rollish,NNM,29.9,-1
0004308,30.58,6.54,rollish,NNM,30.3,-1
0005028,31.35,6.81,scrunched,NNM,29.9,-1
0005118,30.9,6.55,scrunched,NNM,30.3,-1
0005208,31.47,7.01,scrunched,NNM,30.9,-1
0006018,32.41,7.47,scrunched,NNM,30.9,-1
0006108,32.72,7.62,scrunched,NNM,31.4,-1
0007008,34.17,8.14,scrunched,NNM,32.0,-1
0010068,29.01,5.95,rollish,NNM,27.9,-1
0010158,29.01,5.95,rollish,NNM,28.1,-1
0010248,29.02,5.95,rollish,NNM,28.4,-1
0010338,29.12,5.92,rollish,NNM,28.7,-1
0010428,29.33,5.91,rollish,NNM,29.0,-1
0010518,29.69,5.99,rollish,NNM,29.3,-1
0010608,30.32,6.58,rollish,NNM,29.6,-1
0011058,29.23,5.88,rollish,NNM,28.4,-1
0011148,29.25,5.87,rollish,NNM,28.7,-1
0011238,29.13,5.91,rollish,NNM,29.0,-1
0011328,29.32,5.89,rollish,NNM,29.3,-1
0011418,29.65,5.9,rollish,NNM,29.6,-1
0011508,30.16,6.38,rollish,NNM,29.9,-1
0012048,29.47,5.93,rollish,NNM,29.0,-1
0012138,29.54,5.85,rollish,NNM,29.3,-1
0012228,29.52,5.89,rollish,NNM,29.6,-1
0012318,29.76,5.91,rollish,NNM,29.9,-1
0012408,30.26,6.36,rollish,NNM,30.3,-1
0013038,30.13,6.18,rollish,NNM,29.6,-1
0013128,29.99,5.92,rollish,NNM,29.9,-1
0013218,30.13,6.04,rollish,NNM,30.3,-1
0013308,30.62,6.51,rollish,NNM,30.9,-1
0014028,30.98,6.59,scrunched,NNM,30.3,-1
0014118,30.84,6.49,scrunched,NNM,30.9,-1
0014208,31.43,7.04,scrunched,NNM,31.4,-1
0015018,32.18,7.39,scrunched,NNM,31.4,-1
0015108,32.69,7.59,scrunched,NNM,32.0,-1
0016008,34.08,8.13,scrunched,NNM,32.6,-1
0020058,29.99,6.2,rollish,NNM,28.7,-1
0020148,29.68,5.93,rollish,NNM,29.0,-1
